Date,NKE,PTON,SFM,BGFV,UNFI,NLS,JOUT,HLF,BFIT
2017-07-19,55.50311660766602,,24.03000068664551,9.270973205566406,36.650001525878906,18.350000381469727,48.33647918701172,35.90999984741211,15.219646453857422
2017-07-20,56.78093338012695,,24.15999984741211,9.040162086486816,36.97999954223633,18.450000762939453,47.56922912597656,35.345001220703125,15.219646453857422
2017-07-21,57.59757614135742,,24.36000061035156,8.732410430908201,36.959999084472656,18.399999618530273,47.928565979003906,35.20500183105469,15.219646453857422
2017-07-24,56.63682174682617,,24.290000915527344,8.386192321777344,36.7400016784668,18.299999237060547,47.61779022216797,34.564998626708984,15.449089050292967
2017-07-25,57.05955123901367,,24.559999465942386,8.563149452209473,37.86999893188477,18.299999237060547,48.4141731262207,34.625,15.449089050292967
2017-07-26,56.06996536254883,,24.5,8.501596450805664,37.20000076293945,19.049999237060547,49.045448303222656,34.005001068115234,15.29612636566162
2017-07-27,55.86821365356445,,24.26000022888184,8.501596450805664,37.959999084472656,18.600000381469727,48.792945861816406,33.799999237060554,15.42040729522705
2017-07-28,56.3677978515625,,23.93000030517578,8.347722053527832,37.88000106811523,17.549999237060547,48.90948486328125,33.61999893188477,15.42040729522705
2017-07-31,56.73289108276367,,24.06999969482422,8.270787239074707,38.52999877929688,17.600000381469727,49.06487655639648,33.255001068115234,15.43952751159668
2017-08-01,57.49189376831055,,24.01000022888184,8.424659729003906,38.16999816894531,16.5,50.16233444213867,33.259998321533196,15.43952751159668
2017-08-02,57.44385528564453,,23.979999542236328,7.770693302154541,37.77999877929688,16.75,50.01665115356445,32.610000610351555,15.43952751159668
2017-08-03,57.78012466430664,,23.56999969482422,7.232128620147705,37.25,16.549999237060547,51.33747100830078,32.72499847412109,15.43952751159668
2017-08-04,57.4150276184082,,23.809999465942386,7.1936607360839835,37.20000076293945,16.649999618530273,53.36727905273438,32.970001220703125,15.43952751159668
2017-08-07,57.44385528564453,,24.520000457763672,7.1936607360839835,37.22999954223633,16.649999618530273,56.32943344116211,33.424999237060554,15.43952751159668
2017-08-08,57.126808166503906,,24.34000015258789,7.4244728088378915,36.59000015258789,16.700000762939453,55.707862854003906,33.53499984741211,15.43952751159668
2017-08-09,57.54954147338867,,23.88999938964844,7.232128620147705,36.40999984741211,17.450000762939453,57.34918975830078,33.130001068115234,15.582927703857422
2017-08-10,56.75210952758789,,23.81999969482422,7.001316547393799,36.25,17.149999618530273,58.02902221679688,32.709999084472656,15.582927703857422
2017-08-11,56.65603637695313,,24.13999938964844,6.732034206390381,36.2400016784668,17.149999618530273,59.83544921875,32.939998626708984,15.582927703857422
2017-08-14,57.43424987792969,,24.239999771118164,6.808971881866455,36.54999923706055,17.399999618530273,60.20451354980469,31.209999084472656,15.55424976348877
2017-08-15,56.26212692260742,,24.13999938964844,6.347346305847168,35.880001068115234,17.25,59.54409790039063,31.22500038146973,15.533215522766113
2017-08-16,56.2429084777832,,24.18000030517578,6.308878421783447,35.56999969482422,16.700000762939453,60.19479370117188,31.565000534057614,15.533215522766113
2017-08-17,55.20528030395508,,24.11000061035156,5.885721683502197,35.810001373291016,16.549999237060547,60.42788696289063,31.104999542236328,15.43092441558838
2017-08-18,52.79377746582031,,24.440000534057614,5.770315647125244,35.790000915527344,16.850000381469727,59.38870239257813,30.97500038146973,15.18140697479248
2017-08-21,51.50635528564453,,23.8700008392334,5.731846332550049,35.43000030517578,16.850000381469727,59.60236358642578,34.02000045776367,15.18140697479248
2017-08-22,52.00595474243164,,23.95000076293945,5.808784008026122,35.91999816894531,17.149999618530273,59.83544921875,34.68000030517578,15.229207992553713
2017-08-23,51.50635528564453,,23.75,6.078065395355225,35.650001525878906,16.600000381469727,59.66062927246094,34.485000610351555,15.21008586883545
2017-08-24,51.72734069824219,,22.100000381469727,6.193471908569336,33.75,16.5,59.83544921875,34.485000610351555,15.23876667022705
2017-08-25,51.78497695922852,,21.84000015258789,6.116534233093263,33.59000015258789,16.799999237060547,61.45734786987305,34.44499969482422,15.23876667022705
2017-08-28,51.62164688110352,,19.71999931335449,6.039596557617188,32.790000915527344,16.700000762939453,62.32171249389648,34.404998779296875,15.15272617340088
2017-08-29,50.660888671875,,19.770000457763672,5.731846332550049,33.419998168945305,16.549999237060547,62.32171249389648,34.330001831054695,14.99498462677002
2017-08-30,50.49755477905274,,20.32999992370605,5.9674015045166025,34.11999893188477,16.299999237060547,62.001220703125,34.60499954223633,14.99498462677002
2017-08-31,50.91210174560547,,19.940000534057614,6.00666093826294,34.75,16.350000381469727,61.962364196777344,34.505001068115234,15.219646453857422
2017-09-01,51.44234085083008,,19.88999938964844,6.00666093826294,35.349998474121094,16.700000762939453,61.962364196777344,34.700000762939446,15.219646453857422
2017-09-05,51.10491180419922,,19.700000762939453,5.849623680114746,34.740001678466804,16.700000762939453,63.428871154785156,34.485000610351555,15.219646453857422
2017-09-06,50.86389923095703,,20.530000686645508,5.9674015045166025,35.459999084472656,16.549999237060547,63.28320693969727,34.60499954223633,15.21008586883545
2017-09-07,50.50719833374024,,20.479999542236328,6.242217063903809,36.09000015258789,16.399999618530273,61.49620056152344,34.830001831054695,15.24928379058838
2017-09-08,50.32402801513672,,20.46999931335449,6.281476020812987,35.61000061035156,16.049999237060547,61.097999572753906,34.525001525878906,15.24928379058838
2017-09-11,51.12419509887695,,19.420000076293945,6.2029571533203125,36.02000045776367,16.600000381469727,61.58360290527344,34.505001068115234,15.24928379058838
2017-09-12,51.48090362548828,,19.559999465942386,6.32073450088501,36.56999969482422,16.549999237060547,62.72961807250977,34.59999847412109,15.477768898010256
2017-09-13,51.59658813476562,,19.799999237060547,6.359994411468506,37.209999084472656,16.450000762939453,62.90442276000977,34.485000610351555,15.477768898010256
2017-09-14,51.79904174804688,,18.93000030517578,6.085179805755615,39.18000030517578,17.100000381469727,62.39939498901367,34.220001220703125,15.506450653076172
2017-09-15,51.93400573730469,,19.0,6.242217063903809,39.7400016784668,16.850000381469727,63.18606948852539,34.24499893188477,15.54468822479248
2017-09-18,51.57731628417969,,18.770000457763672,5.9674015045166025,40.0,16.899999618530273,64.55547332763672,33.74499893188477,15.468210220336914
2017-09-19,51.41341781616211,,19.01000022888184,5.810365200042725,40.58000183105469,16.899999618530273,64.26410675048828,33.60499954223633,15.468210220336914
2017-09-20,51.63514709472656,,18.899999618530273,5.810365200042725,42.02999877929688,16.75,64.81768798828125,33.830001831054695,15.468210220336914
2017-09-21,51.2784423828125,,18.82999992370605,5.692587375640869,42.599998474121094,16.75,63.99216842651367,33.709999084472656,15.391729354858398
2017-09-22,51.32665252685547,,18.75,5.771106243133545,43.02999877929688,16.899999618530273,64.72055816650389,33.78499984741211,15.391729354858398
2017-09-25,51.31700897216797,,18.709999084472656,5.9281415939331055,44.77999877929688,17.0,64.39036560058594,33.700000762939446,15.200525283813475
2017-09-26,51.7701187133789,,19.26000022888184,5.849623680114746,44.38999938964844,16.700000762939453,64.81768798828125,33.77000045776367,15.315247535705565
2017-09-27,50.77713012695313,,18.700000762939453,5.810365200042725,42.58000183105469,17.0,66.68238830566406,33.84999847412109,15.391729354858398
2017-09-28,50.73857498168945,,18.8700008392334,5.849623680114746,41.61999893188477,17.0,67.24567413330078,33.93000030517578,15.391729354858398
2017-09-29,49.98660278320313,,18.770000457763672,6.00666093826294,41.59000015258789,16.899999618530273,71.1693344116211,33.915000915527344,15.343927383422852
2017-10-02,50.00588989257813,,18.6299991607666,6.242217063903809,40.810001373291016,17.25,71.53838348388672,33.81999969482422,15.277007102966307
2017-10-03,49.6202621459961,,18.530000686645508,6.281476020812987,40.63999938964844,17.25,71.61607360839844,33.755001068115234,15.277007102966307
2017-10-04,50.20833969116211,,18.63999938964844,6.124438762664795,40.52000045776367,17.149999618530273,71.91714477539062,33.75,15.277007102966307
2017-10-05,50.30474853515625,,18.530000686645508,6.242217063903809,40.52000045776367,17.200000762939453,71.06249237060547,33.84999847412109,15.277007102966307
2017-10-06,50.53611373901367,,18.81999969482422,6.32073450088501,40.83000183105469,17.100000381469727,70.96537780761719,37.625,15.277007102966307
2017-10-09,49.6684684753418,,18.1200008392334,5.888883590698242,40.09000015258789,16.950000762939453,70.33408355712889,38.41999816894531,15.277007102966307
