High,Low,Open,Close
180.9664207908355,185.31655091851192,178.27175248383378,171.36260541685184
182.34295966576954,186.28753411204954,179.44602151933253,171.90459514343254
183.36833148091264,186.62173359044135,181.21346796983036,172.05725754733456
180.75598092644375,185.2383345527146,178.92938274455122,168.47166469089916
180.5048192823792,184.99070156349856,178.045592136956,169.78472318236692
181.96383937662117,186.32211927647342,178.25140378230046,171.1055677573705
183.22929297325982,188.63420031600398,180.6072712255204,172.9734726502929
183.47825727144294,188.11911630192512,181.86815154897553,170.9582631917787
182.72010707554196,187.07747873529067,179.21084305114925,172.16716581129322
184.43540235702588,189.5249596111533,181.84980608684106,173.72416916204668
183.42656230193023,188.91511499968794,181.51188335222977,173.26396225685164
182.92116586625824,186.02662640743597,180.96987725779647,169.4035334748321
181.70687803092463,186.90776237830187,178.95732666763516,171.1063514542141
183.09998980443248,187.8933033006141,180.13910297069708,171.6556460219366
184.129400991834,188.23752771817087,181.91416072425488,171.8094129361103
181.52393551952943,186.8703605848598,179.63355486263166,168.23242174775675
181.26963428437134,186.61426226853945,178.75240566315807,169.53950072159404
182.72489763630838,187.94437272673932,178.95406636904795,170.85734817664533
183.98034571789344,190.23980682450818,181.3028314143048,172.7178831479887
184.23240896942605,189.72854487765142,182.55918190630416,170.70854248816883
183.47906354308037,188.6943288910278,179.9130225636328,171.91748230852295
185.19104066898362,191.13009219377457,182.54831017007626,173.47226145466314
184.18249955454988,190.51660275432673,182.2042455944619,173.01288940878186
183.68060934015378,187.6380331955587,181.66960852150223,169.1574598324839
182.46869145960315,188.5209388945695,179.66006699222734,170.85763206241285
183.85443785908996,189.49629863940606,180.8394577019248,171.4052485861478
184.88322447607422,189.8357680568055,182.61360084195343,171.55968408682708
182.27682893261274,188.46503100825774,180.3349207139955,167.97943370297565
182.0231496433957,188.21279663733418,179.45320129084766,169.28910164525212
183.47983633962315,189.54329765576617,179.65479096726304,170.60808150217505
184.7381398541759,191.84346985911802,182.0040873734003,172.47055748037062
184.98864077320457,191.33054001687557,183.2594609276893,170.45851335349306
184.23260560469583,190.29170586835994,180.6129044479618,171.66707030857845
185.94596905592016,192.73297217677543,183.24675379053076,173.22400042198095
184.93760430116944,192.12027230947365,182.90333805166196,172.76350691411278
184.43318086938112,189.23560798150427,182.3687754832783,168.90470452180648
183.22081280140435,190.1168533484055,180.35698494301533,170.60619212670613
184.60607365512277,191.09391065703807,181.53552718346967,171.15281727433464
185.63406662714317,191.43319261086762,183.30801544540213,171.3065806562987
183.02624072879462,190.0596694069169,181.0273404705626,167.72588948367826
182.77309955430923,189.80768430569398,180.14518031774247,169.0356807812922
184.23003836242682,191.1383477504149,180.3479735723565,170.3548160447237
185.48955296504036,193.44072986475453,182.69898438826218,172.21815180449457
185.74006986436743,192.92764138489397,183.95614658776054,170.20607857950418
184.98421374344696,191.88932860685122,181.3066679977682,171.41484242877098
186.69772536900044,194.3308470025963,183.94230971251895,172.97114580111568
185.68917347706432,193.71877999883225,183.60027648338362,172.51106538342907
185.18520975926234,190.83476591592887,183.06360450175686,168.65284400653113
183.9724243584976,191.71647176126314,181.05215693153792,170.3542900289284
185.36006940865875,192.69560227173855,182.2318175986342,170.90192249663926
186.38869863856587,193.03644188287348,184.00543713242365,171.05588873926797
183.78196357406404,191.66567865739546,181.72527516143853,167.47631338191474
183.52833430054247,191.41236951151416,180.84350804855856,168.78534673231496
184.9847210588283,192.74281661546726,181.04568535239684,170.10409303073249
186.2427212911168,195.04243022507237,183.39564110362193,171.9664260894272
186.49367528982762,194.52994396381447,184.65213271626524,169.955087874147
185.73848427058917,193.4927210796056,182.00430956764876,171.16383633707244
